Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
9/26/21,15:00,,5223428,GotSport,Soccer,U-14,HADDONFIELD SC BLACK 2008,HADDON HEIGHTS SC GUNNERS 2008,HADDONFIELD - CROWS WOODS,F1,
9/26/21,15:00,,5223430,GotSport,Soccer,U-14,WASHINGTON TWP SC MINUTEMEN 2008,WEST DEPTFORD SC CHARGERS 2008,WASHINGTON TWP-WASH LAKE PARK,F3,
9/26/21,15:00,,5207581,GotSport,Soccer,U-12,MILLVILLE VENOM 2010,RANCOCAS VALLEY SC UNION 2010,MILLVILLE SOCCER COMPLEX,S9,
9/26/21,15:00,,5208519,GotSport,Soccer,U-10,HADDONFIELD SC RED 2012,RANCOCAS VALLEY SC AVENGERS 2012,HADDONFIELD - CROWS WOODS,S7.2,
9/26/21,15:00,,5207753,GotSport,Soccer,U-8,DEPTFORD PREMIER GRAY 2014,HADDON TWP RED HAWKS 2014,DEPTFORD SC,S7,
9/26/21,15:00,,5209106,GotSport,Soccer,U-9,PENNS GROVE WILD 2013,HADDON TWP WHITE HAWKS 2013,PG-CP-PED- Carney's Point Rec Center,S7,
9/26/21,15:00,,5209062,GotSport,Soccer,U-11,BORDENTOWN FC JAGUARS 2011,COLLINGSWOOD TRAVEL WILD 2011,BORDENTOWN - FRIENDSHIP FIELDS,S9,
9/26/21,15:00,,5207595,GotSport,Soccer,U-12,EGSA CHARGERS 2010,FRANKLIN TWP STORM 2010,E GREENWICH - THOMPSON FAMILY PARK,F1,
9/26/21,15:00,,5208599,GotSport,Soccer,U-11,VOORHEES SA FURY 2011,TBAA DYNAMO 2011,VOORHEES-Echelon Complex,S7.2,
9/26/21,15:00,,5209051,GotSport,Soccer,U-11,HAMMONTON YOUTH HEAT 2011,WOODSTOWN FURY 2011,HAMMONTON ECEC Fields,S9,
9/26/21,15:00,,5208459,GotSport,Soccer,U-9,GCU U9 2013,EGSA PANTHERS 2013,GCU - NEHAUNSEY MS,S7,
9/26/21,15:00,,5208474,GotSport,Soccer,U-9,WINSLOW SHARKS 2013,PITMAN SA TOMCATS 2013,WINSLOW TWP - PETER VOLPA,S7,
9/26/21,15:00,,5208797,GotSport,Soccer,U-8,MOORESTOWN SC AVENGERS 2014,CHERRY HILL FC JUNIORS RED 2014,MOORESTOWN - MEMORIAL FIELDS,S7,
9/26/21,15:00,,5208846,GotSport,Soccer,U-8,BURLINGTON TWP DYNAMITE 2014,DELRAN FC U8B,BURLINGTON TWP - PINEWALD AVE,S7,
9/26/21,15:00,,5208845,GotSport,Soccer,U-8,CHERRY HILL SC FORCE 2014,MEDFORD SC AVENGERS 2014,CHSC - UPPER CHAPEL TURF,S7,
9/26/21,15:30,,5207752,GotSport,Soccer,U-8,PITTSGROVE SC PHANTOMS 2014,WEST DEPTFORD SC EAGLES 2014,PITTSGROVE-GREEN BRANCH,S7,
9/26/21,15:30,,5209157,GotSport,Soccer,U-12,EDGEWATER PARK ATHLETIC WIZARDS 2010,BERLIN BRAWLERS 2010,EPAA - WEIMANN FIELD,S9,
9/26/21,15:30,,5208652,GotSport,Soccer,U-16,WINSLOW TOWNSHIP YSA WOLVES 2006,PENNS GROVE SC STORM 2006,WINSLOW TWP - PETER VOLPA,F1,
9/26/21,15:30,,5207855,GotSport,Soccer,U-10,VOORHEES SA STRIKERS 2012,CINNAMINSON SC CHARGE 2012,VOORHEES-Echelon Complex,S7,
9/26/21,15:30,,5208162,GotSport,Soccer,U-12,HADDONFIELD SC BLACK 2010,PITMAN SA COUGARS 2010,HADDONFIELD - CROWS WOODS,S9,
