Date,Time,Custom Game ID,Level,Home Team,Away Team,Site,Subsite,Partner,Sport,Game ID,BillTo
09/19/2021,12:00 PM,5228144,U-9,TARKILL KNIGHTS 2013,EGG HARBOR SC EAGLES BLACK 2013,TARKILL-STERLING HS,S1,GotSport,Soccer,,
09/19/2021,12:00 PM,5222033,U-10,AUDUBON SOCCER YOUTH TBD 2013,Logan Soccer Club  Logan Fusion 2012,AUDUBON - GREEN WAVE PARK,S1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208452,U-14,SWEDESBORO-WOOLWICH KINGS 2008,MOORESTOWN SC RAPIDS 2008,SW-Locke Avenue Park,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208453,U-14,MEDFORD STRIKERS THUNDER 2008,BURLINGTON TWP SC BLAZERS 2008,MEDFORD STRIKERS - ARK ROAD COMPLEX,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207992,U-14,VINELAND SA VIKINGS 2008,PITTSGROVE SC UNITED 2008,VINELAND SA,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208454,U-14,HADDONFIELD SC RED 2008,CHERRY HILL FC RAGE 2008,HADDONFIELD - CROWS WOODS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208163,U-12,PITMAN SA COUGARS 2010,MOUNT LAUREL UNITED FORCE 2010,PITMAN - ALCYON LAKE,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5209064,U-11,COLLINGSWOOD TRAVEL WILD 2011,HADDON TWP RED HAWKS 2011,COLLINGSWOOD SC- CAMDEN PREP,COLLINGSWOOD SC- CAMDEN PREP COPEWOOD EL,GotSport,Soccer,,
09/19/2021,12:00 PM,5226459,U-9,MARLTON SC CHIEFS ORANGE 2013,CAPE EXPRESS SC AVENGERS 2013,MARLTON - MEMORIAL,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5228145,U-9,WASHINGTON TOWNSHIP SC DAREDEVILS 2013,MILLVILLE SA REBELS 2013,WASHINGTON TWP- H.S.,S7.2,GotSport,Soccer,,
09/19/2021,12:00 PM,5209079,U-11,WEST DEPTFORD SC WOLFPACK 2011,TBAA TITANS 2011,W DEPTFORD-WD PARK,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5208654,U-16,GATEWAY UNITED WARRIORS 2006,WINSLOW TOWNSHIP YSA WOLVES 2006,GATEWAY UTD. - LANGSTON FIELD,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207915,U-13,Logan Soccer Club  Logan Rebels 2009,CAPE EXPRESS SC THUNDER 2009,LOGAN - TWP LINE,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5209022,U-9,VINELAND SA UNITED 2013,TBAA UNION 2013,VINELAND SA,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5208310,U-12,FRANKLIN TWP SA WOLFPACK 2010,CINNAMINSON SC KNIGHTS 2010,FRANKLIN TWP YOUTH COMPLEX,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5225368,U-11,WINSLOW TOWNSHIP YSA RUSH 2011,TAR-KILL RAPTORS 2011,WINSLOW TWP - PETER VOLPA,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5209174,U-12,WOODSTOWN WOLVERINES 2010,PALMYRA RIVERTON SC REVOLUTION 2010,WOODSTOWN,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5225366,U-11,DELRAN FC BLAST 2011,CHERRY HILL FC JUNIORS RED 2011,DELRAN - VERMES,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5208556,U-15,PITMAN SA WILDCATS 2007,HADDONFIELD SC RED 2007,PITMAN - ALCYON LAKE,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207531,U-9,VOORHEES SA B 2013,MOUNT LAUREL UNITED TIGERS 2013,VOORHEES-Echelon Complex,,GotSport,Soccer,,
09/19/2021,12:00 PM,5222917,U-14,MEDFORD SC WHITE 2008,HARRISON SC SHARKS 2008,MEDFORD - BENDE PARK,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207923,U-15,MAINLAND UNITED SA H.S. BOYS UNITED 2007,Atlantic United Soccer Club Atlantic Untied Premier Kickers 2009,MAINLAND - POPLAR AVE,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5209147,U-13,WOODSTOWN ANGRY PIGS 2009,PENNS GROVE SC HEAT 2009,WOODSTOWN,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208187,U-11,CINNAMINSON SC STORM 2011,BERLIN SC BALL BREAKERS 2011,CINNAMINSON SC - MEMORIAL,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5208409,U-14,CHERRY HILL SC UNITED (2008) - BOYS,PALMYRA RIVERTON SC PHOENIX 2008,CHSC - CH WEST HS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207913,U-13,VOORHEES SA AMBUSH 2009,MEDFORD SC LIGHTNING 2009,VOORHEES-EASTERN HS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5223058,U-13,TBAA STORM 2009,SENECA UNITED SC EAGLES 2009,TBAA-VALLEY BROOK,F2,GotSport,Soccer,,
09/19/2021,12:00 PM,5208521,U-10,RANCOCAS VALLEY SC AVENGERS 2012,MEDFORD SC NAVY 2012,Rancocas Valley-LUMBERTON MUNICIPAL,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5209253,U-15,WINSLOW TOWNSHIP YSA ENFORCERS 2007,VOORHEES SA BLACK CATS 2007,WINSLOW TWP - PETER VOLPA,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208925,U-15,PALMYRA RIVERTON SC FLASH 2007,NORTHERN BURLINGTON SA BLUE LEGENDS 2007,PAL-RIV - LEGION FIELD,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208924,U-15,UPPER TOWNSHIP SA DERECHOS 2007,EGSA HORNETS 2007,UPPER TWP-Amanda's Field Complex,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5209224,U-16,BORDENTOWN FC UNITED 2006,DEPTFORD RAPTORS 2006,BORDENTOWN - FRIENDSHIP FIELDS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5226565,U-9,CINNAMINSON SC THUNDERBIRDS 2013,DEPTFORD SA TORNADOS 2013,CINNAMINSON SC - MEMORIAL,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5207965,U-13,MANTUA TOWNSHIP SA STRIKERS 2009,FRANKLIN TWP FORCE 2009,MANTUA TWP,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208786,U-12,HARRISON SC STORM 2010,HAMILTON ELITE FC PREMIER 2010B,HARRISON - William Wilt Soccer Complex,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5208261,U-11,HADDON HEIGHTS SC SPURS 2011,MAINLAND UNITED SA STANGZ 2011,HADD HGTS - DEVON,FS,GotSport,Soccer,,
09/19/2021,12:00 PM,5222484,U-14,WEST DEPTFORD VIPERS 2008,WASHINGTON TOWNSHIP SC BULLDOGS 2008,W DEPTFORD-WD PARK,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208057,U-10,SOUTH HARRISON SC GUNNERS 2012,VOORHEES SA FORCE 2012,SOUTH HARRISON - STEWART,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5207862,U-10,EGG HARBOR SC EAGLES WHITE 2012,MOORESTOWN SC BLACK DRAGONS 2012,EGG HARBOR - BARGAINTOWN,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5208659,U-8,Logan Soccer Club  Logan Lightning 2014,VOORHEES SA BTEAM 2014,LOGAN - TWP LINE,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5208785,U-12,PENNSAUKEN YOUTH CYCLONES 2010,COHANSEY SC CRUSH 2010,Pennsauken Community Recreation Facility,S9,GotSport,Soccer,,
09/19/2021,12:00 PM,5208508,U-10,MOORESTOWN SC LIGHTNING 2012,HIGHLAND YOUTH FORCE 2012,MOORESTOWN - MEMORIAL FIELDS,S7.2,GotSport,Soccer,,
09/19/2021,12:00 PM,5208145,U-10,NORTHERN BURLINGTON SA RANGERS 2012,EGSA RANGERS 2012,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5208784,U-12,WASHINGTON TOWNSHIP SC REVOLUTION 2010,PENNSVILLE EAGLES 2010,WASHINGTON TWP-WASH LAKE PARK,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5207964,U-13,NORTHERN BURLINGTON SA BULLDOGS 2009,DEPTFORD AVENGERS 2009,NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5223956,U-10,DEPTFORD THUNDER 2012,COHANSEY SC REBELS 2012,DEPTFORD SC,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5224687,U-12,MARLTON SC CHIEFS WHITE 2010,HAMMONTON YOUTH HEAT 2010,MARLTON - MEMORIAL,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5207828,U-9,PITMAN SA TIGERS 2013,MANTUA TOWNSHIP SA WOLVES 2013,PITMAN - Lambs Road,S1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208398,U-14,DEPTFORD DRAGONS 2008,CLAYTON SA CLIPPERS 2008,DEPTFORD SC,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208725,U-15,HARRISON SC AVENGERS 2007,WEST DEPTFORD SC PREDATORS 2007,HARRISON - William Wilt Soccer Complex,F2,GotSport,Soccer,,
09/19/2021,12:00 PM,5226568,U-9,HADDONFIELD SC FIRE 2013,VOORHEES SA PREDATORS 2013,HADDONFIELD - CROWS WOODS,S7.2,GotSport,Soccer,,
09/19/2021,12:00 PM,5208856,U-10,HADDONFIELD SC FIRE 2012,CFC SOUTH - REAL MADRID 2012B,HADDONFIELD - CROWS WOODS,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5208855,U-10,MOUNT LAUREL UNITED IMPACT 2012,HAMILTON ELITE FC PREMIER 2012B,MLU-TROTTERS,S7.2,GotSport,Soccer,,
09/19/2021,12:00 PM,5208125,U-10,SENECA UNITED SC DESTROYERS 2012,WATERFORD ATHLETIC ASSN WINGS 2012,SENECA - STONEY CREEK FIELDS,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5223392,U-14,TAR-KILL BLUE DRAGONS 2008,MOORESTOWN SC IMPACT 2008,TARKILL-STERLING HS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207767,U-13,RANCOCAS VALLEY SC REBELS 2009,PITTSGROVE SC FORCE 2009,Rancocas Vallley-HAINESPORT MUNICIPAL PARK,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5223432,U-14,HADDON HEIGHTS SC GUNNERS 2008,WASHINGTON TWP SC MINUTEMEN 2008,HADD HGTS - DEVON,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5207804,U-12,MAINLAND UNITED SA SHARKS 2010,CINNAMINSON SC PIRATES 2010,MAINLAND - MEMORIAL PARK,S7,GotSport,Soccer,,
09/19/2021,12:00 PM,5223431,U-14,GCU U14 2008,HADDONFIELD SC BLACK 2008,GCU - NEHAUNSEY MS,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208726,U-15,EGG HARBOR SC EAGLES 2007,PENNSAUKEN YOUTH LIGHTNING 2007,EGG HARBOR - BARGAINTOWN,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208727,U-15,CINNAMINSON SC PREDATORS 2007,PITTSGROVE SC JUVENTUS 2007,CINNAMINSON SC - MEMORIAL,F1,GotSport,Soccer,,
09/19/2021,12:00 PM,5208658,U-8,UPPER TOWNSHIP SA HURRICANES 2014,SWSA LIGHTNING 2014,UPPER TWP-Amanda's Field Complex,S7,GotSport,Soccer,,
